"","area_m","green_zone_part","indust_part","preschool_quota","school_education_centers_raion","school_education_centers_top_20_raion","healthcare_centers_raion","university_top_20_raion","sport_objects_raion","culture_objects_top_25","culture_objects_top_25_raion","shopping_centers_raion","oil_chemistry_raion","radiation_raion","big_market_raion","ekder_male","X16_29_female","build_count_block","build_count_frame","build_count_monolith","build_count_mix"
"19857",17881913.61,0.260652636,0.133215333,5153,13,0,3,0,13,"no",0,4,"no","yes","yes",9536,9590,58,0,4,0
"19858",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"19859",4934147.224,0.11640032,0.122190486,1578,3,0,1,0,6,"no",0,3,"no","no","no",7214,5366,49,0,5,0
"19860",21494094.8,0.262459141,0.017647053,2854,0,0,0,0,0,"no",0,0,"no","no","no",435,950,42,0,6,0
"19861",3707575.212,0.030566196,0.041365446,3530,5,0,1,0,1,"no",0,4,"no","no","no",5399,10046,4,0,4,0
"19862",6982964.492,0.348985814,0,3422,7,1,2,0,6,"no",0,5,"no","yes","no",9321,8765,72,4,5,0
"19863",5391434.257,0.079151397,0,3092,5,0,0,2,4,"no",0,2,"no","yes","no",8485,7719,223,0,8,0
"19864",9946335.108,0.065408826,0.225824954,2232,7,0,3,0,13,"no",0,2,"yes","yes","no",9653,4350,111,0,3,0
"19865",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"19866",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19867",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"19868",12495435.25,0.027650988,0.341071945,2235,9,0,3,0,12,"no",0,11,"no","no","no",6708,12527,47,0,3,0
"19869",6206098.885,0.12812331,0.089039719,2881,5,0,0,0,10,"no",0,11,"no","no","no",6881,14184,24,0,3,0
"19870",5234028.171,0.044073572,0.200146802,1037,3,0,2,0,9,"no",0,0,"no","yes","no",5092,142797,72,0,0,0
"19871",15094874.77,0.300284261,0.033493708,7610,11,0,3,0,11,"no",0,8,"no","yes","no",19275,138754,112,5,8,1
"19872",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"19873",3998216.265,0.258712472,0.014423114,1094,1,0,0,0,2,"no",0,3,"no","no","no",3963,16598,102,0,1,0
"19874",5686537.395,0.073520961,0.000699119,0,2,0,0,0,10,"yes",1,3,"no","yes","no",3966,9390,36,0,3,0
"19875",4579593.033,0.040431201,0.21843974,1988,2,0,4,0,4,"no",0,7,"no","no","yes",5200,10771,18,0,7,0
"19876",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19877",6206098.885,0.12812331,0.089039719,2881,5,0,0,0,10,"no",0,11,"no","no","no",6881,14184,24,0,3,0
"19878",11324091.93,0.083809588,0.371148999,3953,5,0,2,0,4,"no",0,5,"no","no","no",6180,15247,43,79,16,5
"19879",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"19880",52351766.54,0.070662054,0.035145267,4050,8,0,0,0,5,"no",0,3,"no","yes","no",11024,7388,68,14,21,1
"19881",17526506.21,0.133372781,0.309479124,1830,3,0,0,0,7,"no",0,6,"no","no","no",7300,14543,81,4,24,0
"19882",7792845.494,0.528252203,0,2794,4,0,0,0,7,"no",0,4,"no","no","no",708,98068,37,29,127,1
"19883",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"19884",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19885",52995275.39,0.349935291,0.011654127,2854,0,0,0,0,0,"no",0,0,"no","no","no",847,2169,42,0,6,0
"19886",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"19887",7984443.568,0.372734826,0.000995363,4547,8,1,1,0,7,"no",0,5,"no","yes","no",8404,2874,155,0,6,0
"19888",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"19889",15094874.77,0.300284261,0.033493708,7610,11,0,3,0,11,"no",0,8,"no","yes","no",19275,138754,112,5,8,1
"19890",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"19891",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"19892",11324091.93,0.083809588,0.371148999,3953,5,0,2,0,4,"no",0,5,"no","no","no",6180,15247,43,79,16,5
"19893",4395332.782,0.063755213,0.038692987,2215,4,0,2,0,7,"no",0,5,"no","yes","no",7105,9353,108,0,4,0
"19894",6050064.566,0.16752567,0.093442564,2372,8,0,2,1,11,"no",0,4,"no","yes","no",5579,8437,38,0,9,0
"19895",11638050.15,0.068202173,0.042031587,3240,9,0,2,1,29,"yes",3,5,"no","yes","no",10594,5350,99,1,33,1
"19896",8097031.584,0.109135307,0.407276235,1033,2,0,0,0,1,"no",0,0,"yes","no","yes",1929,22444,39,0,0,0
"19897",16315230.22,0.375973778,0.07542368,2854,0,0,0,0,3,"no",0,0,"no","no","no",2903,15808,0,0,0,0
"19898",7126815.285,0.125881935,0.458174486,1208,4,0,1,0,6,"no",0,5,"no","no","no",4434,10265,55,0,6,0
"19899",27456466.68,0.852922841,0.086885265,725,3,0,0,0,1,"no",0,0,"no","no","no",2629,13919,39,0,0,0
"19900",8591335.051,0.058543047,0.025609157,4249,7,0,3,0,6,"no",0,1,"no","no","no",4780,13334,13,83,18,8
"19901",14883622.34,0.024444186,0.158249043,3848,5,0,1,0,4,"no",0,0,"no","yes","no",2488,12465,12,36,14,9
"19902",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19903",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"19904",8889466.752,0.579644597,0,3617,6,0,2,0,6,"no",0,8,"no","no","no",4233,10359,4,0,1,0
"19905",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"19906",18036436.51,0.232080423,0.111627393,3397,5,0,2,0,18,"no",0,3,"no","yes","no",11944,14526,208,61,49,0
"19907",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"19908",11275073.5,0.331075802,0.000991363,3587,9,2,1,1,14,"no",0,9,"no","yes","no",9871,13371,13,0,18,0
"19909",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"19910",8841267.454,0.127511955,0.307466659,2646,6,0,2,0,3,"no",0,5,"no","no","no",7943,10483,101,0,2,0
"19911",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19912",9780189.547,0.371990002,0.136244425,1427,3,0,0,0,0,"no",0,1,"no","no","no",3090,3735,30,0,1,0
"19913",6879019.638,0.061476659,0.282797669,2546,5,0,0,0,5,"no",0,6,"no","no","no",8428,11960,47,0,5,0
"19914",10518366.87,0.334905313,0.012338886,3494,7,0,2,0,7,"no",0,4,"no","no","no",10307,10571,45,0,2,0
"19915",10518366.87,0.334905313,0.012338886,3494,7,0,2,0,7,"no",0,4,"no","no","no",10307,10571,45,0,2,0
"19916",7887684.174,0.222646321,0.188783766,2707,4,0,0,0,10,"no",0,1,"no","no","no",7471,10235,58,0,6,0
"19917",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19918",5586342.585,0.086219843,0.040242764,1820,3,1,3,0,9,"no",0,1,"no","no","no",7717,5609,73,0,7,0
"19919",10518366.87,0.334905313,0.012338886,3494,7,0,2,0,7,"no",0,4,"no","no","no",10307,10571,45,0,2,0
"19920",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19921",27456466.68,0.852922841,0.086885265,725,3,0,0,0,1,"no",0,0,"no","no","no",2629,13919,39,0,0,0
"19922",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"19923",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19924",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19925",118663840.1,0.551882581,0.014072961,2854,0,0,0,0,0,"no",0,0,"no","no","no",457,556,1,0,0,0
"19926",21494094.8,0.262459141,0.017647053,2854,0,0,0,0,0,"no",0,0,"no","no","no",435,950,42,0,6,0
"19927",2104404.816,0.033500178,0.08761909,1468,2,0,1,0,4,"no",0,0,"no","no","no",2435,7198,25,0,0,0
"19928",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19929",5264733.751,0.184282943,0.050755569,3082,4,0,0,0,10,"no",0,1,"no","no","no",6668,11620,58,0,14,0
"19930",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"19931",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"19932",5264733.751,0.184282943,0.050755569,3082,4,0,0,0,10,"no",0,1,"no","no","no",6668,11620,58,0,14,0
"19933",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"19934",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"19935",4800968.266,0.294717517,0,0,1,1,1,1,20,"no",0,5,"no","no","no",2129,10852,17,0,16,0
"19936",27456466.68,0.852922841,0.086885265,725,3,0,0,0,1,"no",0,0,"no","no","no",2629,13919,39,0,0,0
"19937",17881913.61,0.260652636,0.133215333,5153,13,0,3,0,13,"no",0,4,"no","yes","yes",9536,9590,58,0,4,0
"19938",15045565.2,0.637398943,0.006076152,1313,6,0,6,0,16,"no",0,6,"no","yes","no",7961,12863,85,3,13,0
"19939",14795571.25,0.308056827,0.050900058,4519,6,0,2,0,8,"no",0,3,"no","yes","no",9206,194701,52,0,3,0
"19940",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"19941",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19942",12505755.08,0.403651442,0.049863387,1120,5,0,3,0,8,"yes",4,1,"no","no","no",5214,7054,78,1,1,0
"19943",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"19944",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"19945",7587523.226,0.398794394,0,3420,6,0,0,0,3,"no",0,5,"no","yes","yes",6281,9457,1,0,5,0
"19946",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19947",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"19948",7587523.226,0.398794394,0,3420,6,0,0,0,3,"no",0,5,"no","yes","yes",6281,9457,1,0,5,0
"19949",9282438.657,0.153279465,0.127375905,3844,7,0,3,0,3,"no",0,9,"no","no","no",9229,12299,41,0,1,0
"19950",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"19951",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"19952",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"19953",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19954",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"19955",3799999.352,0.232655892,0.149666373,1838,3,0,4,0,6,"no",0,1,"no","yes","no",5104,12050,49,0,7,0
"19956",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"19957",8568431.188,0.063647724,0.236108458,2354,4,0,3,0,14,"no",0,10,"no","no","no",3943,7626,38,3,34,0
"19958",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"19959",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"19960",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"19961",8889466.752,0.579644597,0,3617,6,0,2,0,6,"no",0,8,"no","no","no",4233,10359,4,0,1,0
"19962",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19963",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19964",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"19965",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19966",2641243.496,0.015899966,0.051942062,884,2,0,2,0,6,"no",0,0,"no","no","no",4168,302,66,0,3,1
"19967",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19968",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"19969",8097031.584,0.109135307,0.407276235,1033,2,0,0,0,1,"no",0,0,"yes","no","yes",1929,22444,39,0,0,0
"19970",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"19971",6424173.859,0.216360617,0.060753049,1766,2,0,0,0,3,"no",0,7,"no","yes","no",4592,9914,36,0,11,0
"19972",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"19973",14883622.34,0.024444186,0.158249043,3848,5,0,1,0,4,"no",0,0,"no","yes","no",2488,12465,12,36,14,9
"19974",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19975",5234028.171,0.044073572,0.200146802,1037,3,0,2,0,9,"no",0,0,"no","yes","no",5092,142797,72,0,0,0
"19976",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19977",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"19978",14883622.34,0.024444186,0.158249043,3848,5,0,1,0,4,"no",0,0,"no","yes","no",2488,12465,12,36,14,9
"19979",4662813.069,0.109947031,0.050272014,2058,6,1,0,1,4,"no",0,3,"no","no","no",6156,119309,31,0,12,0
"19980",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19981",9249237.174,0.374067926,0,4116,5,0,3,0,1,"no",0,5,"no","no","no",12538,5743,50,1,9,0
"19982",17526506.21,0.133372781,0.309479124,1830,3,0,0,0,7,"no",0,6,"no","no","no",7300,14543,81,4,24,0
"19983",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"19984",6377883.078,0.017855768,0.333891544,4266,6,0,0,0,7,"no",0,0,"no","no","no",8782,8640,78,0,4,0
"19985",11275073.5,0.331075802,0.000991363,3587,9,2,1,1,14,"no",0,9,"no","yes","no",9871,13371,13,0,18,0
"19986",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"19987",7811375.434,0.127002383,0.135649789,2627,5,0,3,0,11,"no",0,11,"no","yes","no",11958,11748,44,0,3,0
"19988",14795571.25,0.308056827,0.050900058,4519,6,0,2,0,8,"no",0,3,"no","yes","no",9206,194701,52,0,3,0
"19989",7905261.321,0.014925117,0.319809354,643,4,0,5,1,14,"no",0,8,"no","yes","no",6551,8609,94,0,7,0
"19990",11324091.93,0.083809588,0.371148999,3953,5,0,2,0,4,"no",0,5,"no","no","no",6180,15247,43,79,16,5
"19991",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"19992",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"19993",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"19994",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"19995",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"19996",5704502.19,0.043127101,0.151346216,926,6,0,4,0,7,"no",0,1,"no","yes","no",8422,147748,81,0,9,0
"19997",3998216.265,0.258712472,0.014423114,1094,1,0,0,0,2,"no",0,3,"no","no","no",3963,16598,102,0,1,0
"19998",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"19999",3292112.223,0.063747248,0.092290642,2757,5,0,1,0,3,"no",0,2,"no","no","no",5955,5045,97,0,13,0
"20000",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"20001",12164477.11,0.297166335,0,3092,7,0,2,0,14,"no",0,6,"no","no","no",6368,6771,3,0,27,0
"20002",10053051.74,0.096270197,0.300322518,5088,4,0,1,0,10,"no",0,9,"no","yes","no",12703,6229,35,0,5,0
"20003",18445806.5,0.030696593,0.428825818,2936,5,0,0,0,4,"no",0,2,"no","yes","no",6654,4404,53,0,5,1
"20004",14795571.25,0.308056827,0.050900058,4519,6,0,2,0,8,"no",0,3,"no","yes","no",9206,194701,52,0,3,0
"20005",15319902.35,0.051548926,0.036270089,1105,1,0,1,0,0,"no",0,1,"no","no","no",1234,138678,25,97,18,6
"20006",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"20007",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"20008",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"20009",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"20010",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"20011",8087656.379,0.048011029,0.007658515,3318,10,0,3,1,24,"yes",1,19,"no","yes","no",9567,12162,70,1,19,3
"20012",7798452.185,0.199430788,0.081943463,485,7,0,1,0,10,"no",0,4,"no","yes","no",6300,2319,5,0,4,0
"20013",3326418.741,0.051880656,0,3091,7,1,1,0,6,"no",0,1,"no","no","no",7744,6791,39,0,12,0
"20014",10320473.23,0.523439075,0.042307271,933,5,0,3,0,17,"no",0,6,"no","no","no",5351,9360,23,0,12,1
"20015",7878765.473,0.05707006,0.211401214,2854,0,0,0,0,0,"no",0,1,"no","no","no",2090,3818,0,0,0,0
"20016",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"20017",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"20018",16861532.79,0.069670879,0.130617806,4182,6,0,1,0,12,"no",0,9,"no","yes","no",8173,14145,64,1,8,0
"20019",8591335.051,0.058543047,0.025609157,4249,7,0,3,0,6,"no",0,1,"no","no","no",4780,13334,13,83,18,8
"20020",5725729.259,0.141280723,0.175054867,3916,4,0,1,0,6,"no",0,0,"no","yes","no",7691,7935,95,0,3,0
"20021",8889466.752,0.579644597,0,3617,6,0,2,0,6,"no",0,8,"no","no","no",4233,10359,4,0,1,0
"20022",8338438.453,0.037753826,0.127811589,2974,6,0,1,1,13,"no",0,3,"no","no","no",6455,9471,34,0,1,0
"20023",16315230.22,0.375973778,0.07542368,2854,0,0,0,0,3,"no",0,0,"no","no","no",2903,15808,0,0,0,0
"20024",3879802.193,0.157331846,0.232205084,2200,4,1,0,0,4,"no",0,3,"no","no","no",5743,3864,41,0,7,0
"20025",10053051.74,0.096270197,0.300322518,5088,4,0,1,0,10,"no",0,9,"no","yes","no",12703,6229,35,0,5,0
"20026",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"20027",5391434.257,0.079151397,0,3092,5,0,0,2,4,"no",0,2,"no","yes","no",8485,7719,223,0,8,0
"20028",27456466.68,0.852922841,0.086885265,725,3,0,0,0,1,"no",0,0,"no","no","no",2629,13919,39,0,0,0
"20029",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"20030",18800000.1,0.169625419,0.019508796,903,8,0,5,1,12,"yes",1,5,"no","yes","no",8989,8196,78,0,38,0
"20031",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"20032",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"20033",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"20034",10046857.44,0.071056234,0.246031548,3150,5,0,3,1,7,"no",0,3,"no","yes","no",4819,14342,4,0,3,0
"20035",21494094.8,0.262459141,0.017647053,2854,0,0,0,0,0,"no",0,0,"no","no","no",435,950,42,0,6,0
"20036",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"20037",5686537.395,0.073520961,0.000699119,0,2,0,0,0,10,"yes",1,3,"no","yes","no",3966,9390,36,0,3,0
"20038",40366999.51,0.492839845,0.075778755,2854,0,0,0,0,3,"no",0,2,"no","no","no",1331,727,0,0,0,0
"20039",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"20040",148701635.4,0.670839782,0.005767451,2854,0,0,0,0,0,"no",0,0,"no","no","no",374,811,42,0,6,0
"20041",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"20042",21494094.8,0.262459141,0.017647053,2854,0,0,0,0,0,"no",0,0,"no","no","no",435,950,42,0,6,0
"20043",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"20044",8392316.21,0.426396297,0.002211665,4523,6,0,1,0,3,"no",0,5,"no","yes","yes",12885,9843,53,0,8,0
"20045",27456466.68,0.852922841,0.086885265,725,3,0,0,0,1,"no",0,0,"no","no","no",2629,13919,39,0,0,0
"20046",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"20047",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"20048",4787424.272,0.03845587,0.122090347,3272,6,0,4,0,7,"no",0,0,"no","no","no",6980,9174,101,0,11,0
"20049",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"20050",35747947.91,0.548991609,0.034656082,2854,0,0,0,0,0,"no",0,0,"no","no","no",156,292,42,0,6,0
"20051",4662813.069,0.109947031,0.050272014,2058,6,1,0,1,4,"no",0,3,"no","no","no",6156,119309,31,0,12,0
"20052",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"20053",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"20054",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"20055",4996777.402,0.011047989,0.246623602,659,6,0,3,0,8,"no",0,6,"no","no","no",3536,6643,25,0,9,2
"20056",8889466.752,0.579644597,0,3617,6,0,2,0,6,"no",0,8,"no","no","no",4233,10359,4,0,1,0
"20057",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"20058",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"20059",18445806.5,0.030696593,0.428825818,2936,5,0,0,0,4,"no",0,2,"no","yes","no",6654,4404,53,0,5,1
"20060",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"20061",18036436.51,0.232080423,0.111627393,3397,5,0,2,0,18,"no",0,3,"no","yes","no",11944,14526,208,61,49,0
"20062",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"20063",5293464.965,0.023464016,0.195781053,2279,8,1,3,0,2,"no",0,2,"no","no","no",5130,11561,71,0,4,0
"20064",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"20065",18800000.1,0.169625419,0.019508796,903,8,0,5,1,12,"yes",1,5,"no","yes","no",8989,8196,78,0,38,0
"20066",5686537.395,0.073520961,0.000699119,0,2,0,0,0,10,"yes",1,3,"no","yes","no",3966,9390,36,0,3,0
"20067",3707575.212,0.030566196,0.041365446,3530,5,0,1,0,1,"no",0,4,"no","no","no",5399,10046,4,0,4,0
"20068",8568431.188,0.063647724,0.236108458,2354,4,0,3,0,14,"no",0,10,"no","no","no",3943,7626,38,3,34,0
"20069",25536296.81,0.496315283,0.007122317,2854,0,0,0,0,0,"no",0,1,"no","no","no",244,1762,42,0,6,0
"20070",8993640.418,0.066940871,0.306977489,1768,4,0,5,1,12,"no",0,7,"no","yes","no",6371,13386,68,1,0,0
"20071",13089795.79,0.183968555,0.150817539,922,4,0,4,0,10,"no",0,5,"no","yes","no",4107,22101,17,0,58,0
"20072",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"20073",6206098.885,0.12812331,0.089039719,2881,5,0,0,0,10,"no",0,11,"no","no","no",6881,14184,24,0,3,0
"20074",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"20075",9946335.108,0.065408826,0.225824954,2232,7,0,3,0,13,"no",0,2,"yes","yes","no",9653,4350,111,0,3,0
